Kelompok Pelanggan - PLN,
,Listrik Yang Didistribusikan Kepada Pelanggan (GWh)
,2020
Sosial,8050.55
Rumah Tangga,111413.28
Bisnis,42182.71
Industri,71521.43
Publik,8237.63
Semua Pelanggan,241405.6
